aDNAID,CitationID,Country,Resampled,Site description,Multiple names,Geolocation,Overall chronology,Sample chronology,References,Culture,IndividualID,Anthropological sex,Anthropological age,Grave,Body positioning,Body arrangement,Grave goods,14C,Images,notes,...22
I6480/F0551/grave 185,olald2018a,Czech Republic,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,0,0,0,NA,NA
I7195/Grave 54,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
I7196/Grave 59,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.1,0,0,NA,NA
I7197/Grave 77,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
I7198/Grave 82,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
I7199/Grave 84-I,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1,0,1.2,0,0,NA,NA
I7200/Grave 84-II,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
I7201/Grave 88,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.1,0,0,NA,NA
I7202/Grave 94,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.1,0,0,NA,NA
I7203/Grave 97,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.1,0,0,NA,NA
I7281/Grave 2/Feature 507/07,olald2018a,Czech Republic,0,1,1,1,0,1,1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
BLS001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.1,1,0,NA,NA
BLS002,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.1,1,0,NA,NA
BNL001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
I5514/Grave 6/Feature 507/07,olald2018a,Czech Republic,0,1,1,1,1,1,1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
BNL003,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1,1,0,NA,NA
TUC001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
BNL005,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
TUC003,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
TUC004,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
BNL008,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
BNL009,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.1,0,1.2,1,0,NA,NA
BNL010,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,0,1,1,0,NA,NA
BRZ001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
BRZ002,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1,1,0,NA,NA
VLI060,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,0,0,NA,NA
BUT001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BUT002,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BUT003,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
RISE566,allen2015a,Czech Republic,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
RISE567,allen2015a,Czech Republic,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
RISE568,allen2015a,Czech Republic,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
RISE569,allen2015a,Czech Republic,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
CAH005,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
RISE577,allen2015a,Czech Republic,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
RISE586,allen2015a,Czech Republic,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
"VEZE_27-III, Nicolaus Parthe’s quarry, Grave 27, National Museum No. P7A 6589 (I6696)",naras2019a,Czech Republic,0,1,0,1,1,1,1,1,1,1,1.2,1,1.2,1.1,1.2,0,0,NA,NA
I0518/NBL11_2016.1,olald2018a,England,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,NA,NA
CAH010,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I0519/NBL11_2011.2,olald2018a,England,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,NA,NA
I0520/NBL11_2002.1,olald2018a,England,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,NA,NA
I1770/Burial11,olald2018a,England,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA
CHL003,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,1,1,0,1.2,1,0,NA,NA
I2461/5117,olald2018a,England,0,1,0,1,0,1,1,0,1,0.5,1.3,0,0,0,1.2,0,0,NA,NA
I2606/SK 5856 (DBC 96),olald2018a,England,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
CHL006,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,1,1,0,1.2,1,0,NA,NA
I4950/DZSWS,olald2018a,England,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1.2,0,0,NA,NA
I4951/DZSWS,olald2018a,England,0,1,0,1,1,1,1,1,1,1,0,0,1.2,0,1.2,0,0,NA,NA
DRO001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
HOL001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I5383/Skull 1a,olald2018a,England,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,NA,NA
HOL004,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
HOP001A,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
HOP002A,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I5441/EM.588,olald2018a,England,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,NA,NA
HOP004A,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
I5512/DZSWS,olald2018a,England,0,1,0,1,1,1,1,1,1,1,0,0,1.2,0,1.2,0,0,NA,NA
I5513/DZSWS:X146.1 b,olald2018a,England,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1.2,0,0,NA,NA
I6750/PA SK 3332,olald2018a,England,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA
I6751/PA SK 3324,olald2018a,England,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA
I6759/Skull No. 1,olald2018a,England,0,1,1,1,1,1,1,0,1,1,1.1,1,1,1,1,0,0,NA,NA
I6761/Skull 4 (R3688/130),olald2018a,England,0,1,0,1,1,1,1,0,1,1,1.1,0,1,1,0,0,0,NA,NA
I14173,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,1,1,1.1,1,1,0,NA,NA
I6762/PA SK 1855,olald2018a,England,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I6775/Skeleton No. 2,olald2018a,England,0,1,1,1,1,1,1,1,1,0,0,1,1.2,1.1,1.1,0,0,NA,NA
I6777/G.54,olald2018a,England,0,1,0,1,0,1,1,1,1,1,1.2,1,1,1,1,0,0,NA,NA
I6778/G.52 Inhumation 4,olald2018a,England,0,1,0,1,0,1,1,1,1,1,1.2,1,1.2,1.1,1.1,0,0,NA,NA
I7568/Feature 529 skeleton 896,olald2018a,England,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1.2,0,0,NA,NA
I4884,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,0.1,1,1,0,NA,NA
I4885,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I4886,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
I4893,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1,0,1.1,1,0,NA,NA
I4894,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1,0,1.1,1,0,NA,NA
I4945,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
I4946,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
RISE00,allen2015a,Estonia,0,0,0,0,0,0,0,1,0,1,1.1,0,0,0,0,0,0,NA,NA
I5514,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
Tamula IX,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,1,1.2,0,0,0,0,0,0,NA,NA
Tamula XI,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,1,1.2,0,0,0,0,0,0,NA,NA
Tamula XII,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,0.5,1.3,0,0,0,0,0,0,NA,NA
Tamula XIII,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,0.5,1.3,0,0,0,0,0,0,NA,NA
Tamula XIX,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,1,1.2,0,0,0,0,0,0,NA,NA
Tamula XV,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,0.5,1.3,0,1,0,1,0,0,NA,NA
I6696,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I7186,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
I7187,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1,1,0,NA,NA
I7188,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1,0,1,1,0,NA,NA
I7189,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1,1,0,NA,NA
I7191,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1,0.1,1,1,0,NA,NA
I7192,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1,1,0,NA,NA
I7193,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.3,1.1,1,1,0,NA,NA
I7194,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,1,1.2,1.1,1,1,0,NA,NA
Tamula XVII,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,1,1.2,0,1.1,0,1,0,0,NA,NA
I7207,papac2021a,Czech Republic,0,1,1,1,0,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I7208,papac2021a,Czech Republic,0,1,1,1,0,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I7209,papac2021a,Czech Republic,0,1,1,1,0,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I7210,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
I7211,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
I7212,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
I7213,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
Tamula XXI,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,1,1.2,0,0,0,0,0,0,NA,NA
I7249,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1,0.1,1.2,1,0,NA,NA
Tamula XXIII,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,0,0,0,NA,NA
Tamula XXIV,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,0.5,1.3,0,0,0,0,0,0,NA,NA
Tamula XXV,mittn2018a,Estonia,0,1,0,1,1,1,1,1,1,0.5,1,0,0,0,0,0,0,NA,NA
I30479,liu2022a,Federated States of Micronesia,0,1,0,1,0,1,1,0,1,1,1.1,1,1,1,0,0,0,NA,NA
I30478,liu2022a,Federated States of Micronesia,0,1,0,1,0,1,1,0,1,1,1.1,1,1,1,0,0,0,NA,NA
I7272,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I30481,liu2022a,Federated States of Micronesia,0,1,0,1,0,1,1,0,1,1,1.1,1,1,1,0,0,0,NA,NA
I30482,liu2022a,Federated States of Micronesia,0,1,0,1,0,1,1,0,1,1,1.1,1,1,1,0,0,0,NA,NA
I7278,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1,1.1,1.2,1,0,NA,NA
I30483,liu2022a,Federated States of Micronesia,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,NA,NA
ATT26,brune2020a,France,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
I7281,papac2021a,Czech Republic,0,1,0,1,0,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BERG02-3,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
BERG02-5,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
I7286,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BERG157-2,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
BERG157-3,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
I7289,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
BERG157-4,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
BERG157-5,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
KNE001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KNE002,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1,1.1,1.2,1,0,NA,NA
KNE003,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KNE004,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KNE005,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
BERG157-6,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
KNE007,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1001A,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,0,0,1,1,0,NA,NA
KO1002A,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1003A,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1004A,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1005A,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1006,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,0,1,1,0,NA,NA
KO1007,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,0,1,1,0,NA,NA
BERG157-9,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
KO1009,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1010,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1011,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1012,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KO1013,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
BERG34-2,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
KO1015,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
BERG351-2,brune2020a,France,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA
KO7001,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
KO7002,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
KO7003,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BERG57,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
KOB002,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BERG61,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
BERG643-2,brune2020a,France,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA
KOB005,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
BERG746,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
KOB007,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
kol002,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
kol006,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,1,1.2,1.1,1.2,1,0,NA,NA
KON001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BERG79,brune2020a,France,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
BES1248,brune2020a,France,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA
KON004,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
KON005,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
KOP001A,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BFM265,brune2020a,France,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA
KOP003A,papac2021a,Czech Republic,0,1,0,1,1,1,0,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
MIB001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
MIB002,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
MIB003,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
MIB004,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
MIB005,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
MIB024,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
MIB028,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
MIB034,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
MIG010,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
MIG011,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
MIG012,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
MIS001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
MIS002,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
MIS004,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
MIS006,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
NER001,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
"OBR001A, B",papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
OBR002A,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
OBR003A,papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
"OBR004A, B",papac2021a,Czech Republic,0,1,0,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
OHR001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
OHR002,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
PDA001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PDA002,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
BIS130,brune2020a,France,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA
PDA004,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1,0,1,1,0,NA,NA
PDA005,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1,0,1,1,0,NA,NA
PMI001,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PMI002,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PMI003,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PMI004,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1,1,0,NA,NA
PMI006,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PMI007,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PMI008,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
PMI009,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PMI010,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
PMI011,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.1,1,0,NA,NA
PMI012,papac2021a,Czech Republic,0,1,1,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PNL001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
PNL002,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
I4892/feature 551,olald2018a,Czech Republic,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
BIS159,brune2020a,France,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA
"I5035/RISE577, F0565, gr. 238",olald2018a,Czech Republic,1,1,0,1,1,1,1,0,1,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,"""We also generated sequencing data from one Early Bronze Age individual reported in Allentoft et al.""; additional site metadata reported for other individuals",NA
PRE001,papac2021a,Czech Republic,0,1,0,1,1,1,1.1,1,1,1,1.3,0,1,0,1.2,1,0,NA,NA
PRU001A,papac2021a,Czech Republic,0,1,1,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
"PRU002A, B",papac2021a,Czech Republic,0,1,1,1,1,1,0.1,1,1,1,1.3,0,1.2,1.1,1.2,1,0,NA,NA
