CitationID,Name,Affiliation
allen2024a,"Szmyt, Marzena","Institute for Eastern Research, Adam Mickiewicz University in Poznań, Poznań, Poland"
allen2024a,"Timoshenko, Aleksey A.","Institute of Archaeology and Ethnography, Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russian Federation"
allen2024a,"Tortosa, Joan Emili Aura","Departament de Prehistòria, Arqueologia i Història Antiga, Universitat de València, València, Spain"
allen2024a,"Trolle Jensen, Theis Zetner","Section for Evolutionary Genomics, GLOBE Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Tunia, Krzysztof","Institute of Archaeology and Ethnology, Polish Academy of Sciences, Kraków, Poland"
allen2024a,"Turin, Ruslan","Terra Ltd., Letchik Zlobin St. 20, Voronezh, 394055, Russian Federation"
allen2024a,"Uldum, Otto Christian","The Viking Ship Museum, Vindeboder 12, Roskilde, Denmark"
allen2024a,"Usmanova, Emma R.","Saryarka Archaeological Institute, Buketov Karaganda University, Karaganda, Kazakhstan"
allen2024a,"Usmanova, Emma R.","South Ural State University, Chelyabinsk, Russia"
allen2024a,"Vang Petersen, Peter","The National Museum of Denmark, Ny Vestergade 10, Copenhagen, Denmark"
allen2024a,"Vasilyiev, Sergey","Institute of Archaeology and Ethnography, Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russian Federation"
allen2024a,"Vaughn, Andrew","Center for Computational Biology, University of California, Berkeley, USA"
allen2024a,"Vega, Jorge","ARGEA Consultores SL, C. de San Crispín, Madrid, Spain"
allen2024a,"Veselovskaya, Elizaveta V.","Institute of Ethnology and Anthropology, Russian Academy of Sciences, Moscow, Russian Federation"
allen2024a,"Vimala, Tharsika","Lundbeck Foundation GeoGenetics Centre, Globe Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Vinner, Lasse","Lundbeck Foundation GeoGenetics Centre, Globe Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Vretemark, Maria","Västergötlands museum, Stadsträdgården, Skara, Sweden"
allen2024a,"Wåhlin, Sidsel","Vendsyssel Historiske Museum, DK-9800 Hjørring, Denmark"
allen2024a,"Werge, Thomas","Lundbeck Foundation GeoGenetics Centre, Globe Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Werge, Thomas","Institute of Biological Psychiatry, Mental Health Services, Copenhagen University Hospital, Roskilde, Denmark"
allen2024a,"Werge, Thomas","Department of Clinical Medicine, University of Copenhagen, 2200 Copenhagen N, Denmark"
allen2024a,"Willerslev, Eske","Lundbeck Foundation GeoGenetics Centre, Globe Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Willerslev, Eske","GeoGenetics Group, Department of Zoology, University of Cambridge, Cambridge, UK"
allen2024a,"Willerslev, Eske","Wellcome Sanger Institute, Wellcome Genome Campus, Cambridge, UK"
allen2024a,"Willerslev, Eske","MARUM, University of Bremen, Bremen, Germany"
allen2024a,"Włodarczak, Piotr","Institute of Archaeology and Ethnology, Polish Academy of Sciences, Kraków, Poland"
allen2024a,"Yediay, Fulya Eylem","Lundbeck Foundation GeoGenetics Centre, Globe Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Yeppiskoposyan, Levon","Institute of Molecular Biology, National Academy of Sciences, Yerevan, Armenia"
allen2024a,"Yeppiskoposyan, Levon","Russian-Armenian University, Yerevan, Armenia"
allen2024a,"Zhao, Lei","Lundbeck Foundation GeoGenetics Centre, Globe Institute, University of Copenhagen, Copenhagen, Denmark"
allen2024a,"Zilhão, João","ICREA, University of Barcelona, Barcelona, Spain"
allen2024a,"Zilhão, João","UNIARQ, University of Lisbon, Lisbon, Portugal"
allen2024a,"Zubova, Alisa","Peter the Great Museum of Anthropology and Ethnography (Kunstkamera), Russian Academy of Sciences, Saint Petersburg, Russian Federation"
brune2020a,"Barrand Emam, Hélène","ANTEA-Archéologie, 68440 Habsheim, France"
brune2020a,"Barrand Emam, Hélène","UMR 7044 Archéologie et Histoire ancienne: Méditerranée - Europe (ArcHiMèdE), CNRS, Université de Strasbourg, 67083 Strasbourg Cedex, France"
brune2020a,"Bennett, E. Andrew","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Beylier, Alexandre","Service Archéologie Sète Agglopôle Mediterranée, 34110 Frontignan, France"
brune2020a,"Beylier, Alexandre","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Boulestin, Bruno","UMR 5199 De la Préhistoire à l'Actuel: Culture, Environnement et Anthropologie (PACEA), CNRS, Université de Bordeaux, 33615 Pessac Cedex, France"
brune2020a,"Brunel, Samantha","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Cardin, Laurent","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Cardin, Laurent","Institut de Recherche Criminelle de la Gendarmerie Nationale, 95000 Pontoise, France"
brune2020a,"Chenal, Fanny","UMR 7044 Archéologie et Histoire ancienne: Méditerranée - Europe (ArcHiMèdE), CNRS, Université de Strasbourg, 67083 Strasbourg Cedex, France"
brune2020a,"Chenal, Fanny","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Ciesielski, Elsa","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Convertini, Fabien","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Convertini, Fabien","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Dedet, Bernard","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Desbrosse-Degobertiere, Stéphanie","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Desenne, Sophie","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Desenne, Sophie","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Dubouloz, Jerôme","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Duday, Henri","UMR 5199 De la Préhistoire à l'Actuel: Culture, Environnement et Anthropologie (PACEA), CNRS, Université de Bordeaux, 33615 Pessac Cedex, France"
brune2020a,"Escalon, Gilles","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Escalon, Gilles","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Fabre, Véronique","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Fabre, Véronique","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Gailledrat, Eric","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Gandelin, Muriel","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Gandelin, Muriel","UMR 5608 Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés (TRACES), CNRS, Université de Toulouse II, 31058 Toulouse, France"
brune2020a,"Garraud, Damien","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Garraud, Damien","Institut de Recherche Criminelle de la Gendarmerie Nationale, 95000 Pontoise, France"
brune2020a,"Geigl, Eva-Maria","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Gleize, Yves","UMR 5199 De la Préhistoire à l'Actuel: Culture, Environnement et Anthropologie (PACEA), CNRS, Université de Bordeaux, 33615 Pessac Cedex, France"
brune2020a,"Gleize, Yves","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Goepfert, Sébastien","ANTEA-Archéologie, 68440 Habsheim, France"
brune2020a,"Grange, Thierry","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Guilaine, Jean","UMR 5608 Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés (TRACES), CNRS, Université de Toulouse II, 31058 Toulouse, France"
brune2020a,"Guilaine, Jean","Collège de France, 75231 Paris cedex 05"
brune2020a,"Hachem, Lamys","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Hachem, Lamys","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Ilett, Michael","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Lambach, François","UMR 5199 De la Préhistoire à l'Actuel: Culture, Environnement et Anthropologie (PACEA), CNRS, Université de Bordeaux, 33615 Pessac Cedex, France"
brune2020a,"Maziere, Florent","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Maziere, Florent","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Perrin, Bertrand","ANTEA-Archéologie, 68440 Habsheim, France"
brune2020a,"Perrin, Bertrand","UMR 7044 Archéologie et Histoire ancienne: Méditerranée - Europe (ArcHiMèdE), CNRS, Université de Strasbourg, 67083 Strasbourg Cedex, France"
brune2020a,"Pinard, Estelle","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Pinard, Estelle","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Plouin, Suzanne","UMR 7044 Archéologie et Histoire ancienne: Méditerranée - Europe (ArcHiMèdE), CNRS, Université de Strasbourg, 67083 Strasbourg Cedex, France"
brune2020a,"Praud, Ivan","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Praud, Ivan","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Pruvost, Melanie","Université de Paris, CNRS, Institut Jacques Monod, UMR 7592, 75205 Paris Cedex 13, France"
brune2020a,"Pruvost, Melanie","UMR 5199 De la Préhistoire à l'Actuel: Culture, Environnement et Anthropologie (PACEA), CNRS, Université de Bordeaux, 33615 Pessac Cedex, France"
brune2020a,"Richard, Isabelle","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Richard, Isabelle","UMR 7264 Cultures et Environnements Préhistoire, Antiquité, Moyen Âge (CEPAM), CNRS, Université Nice Sophia Antipolis, 06357 Nice Cedex 4, France"
brune2020a,"Riquier, Vincent","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Riquier, Vincent","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Roure, Réjane","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Sendra, Benoit","UMR 5140 Archéologie des Sociétés Méditerranéennes (ASM), CNRS, Université Paul Valéry Montpellier 3, 34199 Montpellier, France"
brune2020a,"Sendra, Benoit","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Thevenet, Corinne","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Thevenet, Corinne","UMR 8215 Trajectoires, CNRS, Université Paris 1 Pantheon Sorbonne, 92023 Nanterre, France"
brune2020a,"Thiol, Sandrine","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Vauquelin, Elisabeth","Institut National de Recherches Archéologiques Préventives (INRAP), 75685 Paris Cedex 14, France"
brune2020a,"Vergnaud, Luc","ANTEA-Archéologie, 68440 Habsheim, France"
brune2020a,"Vergnaud, Luc","UMR 7044 Archéologie et Histoire ancienne: Méditerranée - Europe (ArcHiMèdE), CNRS, Université de Strasbourg, 67083 Strasbourg Cedex, France"
dersa2013a,"Alt, Kurt W.","Institute of Anthropology, Johannes Gutenberg University of Mainz, Mainz, Germany"
dersa2013a,"Balanovska, Elena","Research Centre for Medical Genetics, Russian Academy of Medical Sciences, Moscow, Russia"
dersa2013a,"Balanovsky, Oleg","Research Centre for Medical Genetics, Russian Academy of Medical Sciences, Moscow, Russia"
dersa2013a,"Balanovsky, Oleg","Vavilov Institute for General Genetics, Russian Academy of Sciences, Moscow, Russia"
dersa2013a,"Brandt, Guido","Institute of Anthropology, Johannes Gutenberg University of Mainz, Mainz, Germany"
dersa2013a,"Buzhilova, Alexandra","Institute for Archaeology, Russian Academy of Sciences, Moscow, Russia"
dersa2013a,"Cooper, Alan","Australian Centre for Ancient DNA, School of Earth and Environmental Sciences, University of Adelaide, Adelaide, South Australia, Australia"
dersa2013a,"Der Sarkissian, Clio","Australian Centre for Ancient DNA, School of Earth and Environmental Sciences, University of Adelaide, Adelaide, South Australia, Australia"
dersa2013a,"Gronenborn, Detlef","Römisch-Germanisches Zentralmuseum, Mainz, Germany"
dersa2013a,"Haak, Wolfgang","Australian Centre for Ancient DNA, School of Earth and Environmental Sciences, University of Adelaide, Adelaide, South Australia, Australia"
dersa2013a,"Khartanovich, Valery","Kunstkamera Museum, St. Petersburg, Russia"
dersa2013a,"Kolpakov, Eugen","Institute for the History of Material Culture, Russian Academy of Science, St. Petersburg, Russia"
dersa2013a,"Koshel, Sergey","Faculty of Geography, Moscow State University, Moscow, Russia"
dersa2013a,"Moiseyev, Vyacheslav","Kunstkamera Museum, St. Petersburg, Russia"
dersa2013a,"Shumkin, Vladimir","Institute for the History of Material Culture, Russian Academy of Science, St. Petersburg, Russia"
dersa2013a,the Genographic Consortium,the Genographic Consortium
dersa2013a,"Zaporozhchenko, Valery","Research Centre for Medical Genetics, Russian Academy of Medical Sciences, Moscow, Russia"
fu2016a,"Benazzi, Stefano","Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, 04103 Leipzig, Germany"
fu2016a,"Benazzi, Stefano","Department of Cultural Heritage, University of Bologna, 48121 Ravenna, Italy"
fu2016a,"Bocherens, Hervé","Department of Geosciences, Biogeology, University of Tübingen, 72074 Tübingen, Germany"
fu2016a,"Bocherens, Hervé","Senckenberg Centre for Human Evolution and Palaeoenvironment, University of Tübingen, 72072 Tübingen, Germany"
fu2016a,"Caramelli, David","Dipartimento di Biologia, Università di Firenze, 50122 Florence, Italy"
fu2016a,"Conard, Nicholas J.","Senckenberg Centre for Human Evolution and Palaeoenvironment, University of Tübingen, 72072 Tübingen, Germany"
